Course Title,Description,Category,Skill Level,Duration,Free Time Hours,Education,Gender,State,Age,Hobby,Course Link,Rating,Hours Spent,Reviews
Kubernetes Basics - 1699,Master data analysis and visualization techniques.,Cybersecurity,Beginner,4 weeks,1,12th,Female,Maharashtra,15,Reading Tech Blogs,https://www.udemy.com/course/kubernetes-basics/,2.7439889817479353,8,The course was not well-organized.
Advanced Java Programming - 1700,Learn the basics of programming and debugging.,Data Science,Intermediate,4 weeks,8,10th,Female,Gujarat,30,Learning New Frameworks,https://www.udemy.com/course/advanced-java/,4.755361434445258,16,Great course with lots of valuable information.
Ethical Hacking Workshop - 1701,Master data analysis and visualization techniques.,Cybersecurity,Intermediate,6 weeks,5,Postgraduate,Female,Maharashtra,18,Gaming,https://www.coursera.org/specializations/ethical-hacking/,1.5598484763302665,12,"Not engaging, could have been more interactive."
Machine Learning with Python - 1702,Learn the basics of programming and debugging.,AI & ML,Intermediate,4 weeks,6,10th,Female,Tamil Nadu,30,Tech Meetups,https://www.udemy.com/course/machine-learning-python/,3.1833579410176394,12,The content was outdated and not useful.
Python Programming Basics - 1703,Master data analysis and visualization techniques.,Web Development,Intermediate,2 weeks,7,12th,Female,Maharashtra,15,Networking,https://www.udemy.com/course/python-programming/,3.211322330065916,4,The exercises were not challenging enough.
Data Visualization with Tableau - 1704,Learn the basics of programming and debugging.,AI & ML,Intermediate,2 weeks,4,Undergraduate,Female,Delhi,30,Tech Meetups,https://www.udemy.com/course/data-visualization-tableau/,1.0017008499267575,6,Disappointed with the lack of practical examples.
Cybersecurity Essentials - 1705,Master data analysis and visualization techniques.,Cybersecurity,Beginner,4 weeks,4,10th,Male,Maharashtra,18,Problem Solving,https://www.coursera.org/specializations/cybersecurity/,2.6501259197919897,8,The course was not well-organized.
Ethical Hacking Workshop - 1706,Learn the basics of programming and debugging.,Cybersecurity,Advanced,6 weeks,6,Postgraduate,Female,Maharashtra,30,Reading Tech Blogs,https://www.coursera.org/specializations/ethical-hacking/,2.2200734196950176,24,The course lacked advanced content as promised.
Introduction to Data Science - 1707,Master data analysis and visualization techniques.,Programming,Intermediate,4 weeks,1,12th,Female,Uttar Pradesh,19,Building Projects,https://www.coursera.org/learn/intro-to-data-science/,2.1384516632871167,12,Not suitable for advanced learners.
Introduction to Data Science - 1708,Learn the basics of programming and debugging.,Web Development,Advanced,4 weeks,9,Postgraduate,Male,Karnataka,27,Learning New Frameworks,https://www.coursera.org/learn/intro-to-data-science/,2.9464373608598393,12,The course was not well-organized.
AI for Everyone - 1709,Master data analysis and visualization techniques.,Data Science,Intermediate,6 weeks,4,Undergraduate,Male,Maharashtra,17,Gaming,https://www.coursera.org/learn/ai-for-everyone/,4.034568290543302,12,The content was outdated and not useful.
Ethical Hacking Workshop - 1710,Learn the basics of programming and debugging.,Programming,Beginner,2 weeks,6,Postgraduate,Female,Maharashtra,16,Reading Tech Blogs,https://www.coursera.org/specializations/ethical-hacking/,1.3786671814058333,8,The pace of the course was too slow.
Python Programming Basics - 1711,Master data analysis and visualization techniques.,AI & ML,Intermediate,4 weeks,7,Undergraduate,Female,Maharashtra,22,Problem Solving,https://www.udemy.com/course/python-programming/,2.0621393690558647,16,Not suitable for advanced learners.
Python Programming Basics - 1712,Learn the basics of programming and debugging.,Programming,Beginner,2 weeks,4,Undergraduate,Female,Maharashtra,15,Learning New Frameworks,https://www.udemy.com/course/python-programming/,2.6332835256802394,8,The exercises were not challenging enough.
Web Development Bootcamp - 1713,Master data analysis and visualization techniques.,Cybersecurity,Beginner,2 weeks,5,Postgraduate,Male,Maharashtra,26,Problem Solving,https://www.udemy.com/course/web-development-bootcamp/,2.5105696965498905,8,"Not engaging, could have been more interactive."
Ethical Hacking Workshop - 1714,Learn the basics of programming and debugging.,AI & ML,Intermediate,2 weeks,3,Undergraduate,Female,Maharashtra,21,Watching Tutorials,https://www.coursera.org/specializations/ethical-hacking/,2.575326670326383,6,The course was not well-organized.
Web Development Bootcamp - 1715,Master data analysis and visualization techniques.,Web Development,Intermediate,2 weeks,8,10th,Male,Maharashtra,25,Watching Tutorials,https://www.udemy.com/course/web-development-bootcamp/,2.104113089188022,4,Not suitable for advanced learners.
React.js for Beginners - 1716,Learn the basics of programming and debugging.,Cybersecurity,Intermediate,6 weeks,1,10th,Female,Maharashtra,22,Tech Meetups,https://www.udemy.com/course/react-js-beginners/,1.5302222170766284,12,"Not engaging, could have been more interactive."
AI for Everyone - 1717,Master data analysis and visualization techniques.,Cybersecurity,Beginner,6 weeks,8,12th,Male,Gujarat,15,Learning New Frameworks,https://www.coursera.org/learn/ai-for-everyone/,1.9386230083298992,18,The course was not well-organized.
Deep Learning Fundamentals - 1718,Learn the basics of programming and debugging.,Cybersecurity,Advanced,2 weeks,8,Undergraduate,Female,Rajasthan,15,Learning New Frameworks,https://www.udemy.com/course/deep-learning-fundamentals/,2.571677487701454,6,The content was outdated and not useful.
Data Visualization with Tableau - 1719,Master data analysis and visualization techniques.,Data Science,Advanced,6 weeks,1,Undergraduate,Female,Maharashtra,19,Gaming,https://www.udemy.com/course/data-visualization-tableau/,4.364439779661844,18,"Not engaging, could have been more interactive."
AI for Everyone - 1720,Learn the basics of programming and debugging.,Cybersecurity,Beginner,2 weeks,5,Undergraduate,Male,Maharashtra,19,Watching Tutorials,https://www.coursera.org/learn/ai-for-everyone/,3.9501614117811013,6,Poor quality videos and unclear explanations.
Web Development Bootcamp - 1721,Master data analysis and visualization techniques.,Programming,Intermediate,2 weeks,4,Postgraduate,Female,Maharashtra,30,Open Source Contributions,https://www.udemy.com/course/web-development-bootcamp/,2.597862668816743,6,Poor quality videos and unclear explanations.
Introduction to Data Science - 1722,Learn the basics of programming and debugging.,Data Science,Advanced,6 weeks,3,12th,Male,Maharashtra,21,Gaming,https://www.coursera.org/learn/intro-to-data-science/,4.298846523758763,12,Not suitable for advanced learners.
Introduction to Cloud Computing - 1723,Master data analysis and visualization techniques.,Programming,Beginner,2 weeks,9,Undergraduate,Male,Uttar Pradesh,18,Gaming,https://www.coursera.org/learn/cloud-computing-basics/,3.915222689136434,4,Poor quality videos and unclear explanations.
Advanced Java Programming - 1724,Learn the basics of programming and debugging.,Cybersecurity,Advanced,2 weeks,3,10th,Male,Karnataka,22,Problem Solving,https://www.udemy.com/course/advanced-java/,2.2664691357164752,8,The pace of the course was too slow.
Data Visualization with Tableau - 1725,Master data analysis and visualization techniques.,Programming,Intermediate,6 weeks,4,12th,Female,Maharashtra,18,Coding,https://www.udemy.com/course/data-visualization-tableau/,1.6033098686515481,12,The exercises were not challenging enough.
Kubernetes Basics - 1726,Learn the basics of programming and debugging.,Cybersecurity,Beginner,4 weeks,8,Undergraduate,Male,Maharashtra,16,Open Source Contributions,https://www.udemy.com/course/kubernetes-basics/,2.4754769633879694,16,Too basic and not enough depth.
AI for Everyone - 1727,Master data analysis and visualization techniques.,AI & ML,Beginner,2 weeks,5,Undergraduate,Female,Maharashtra,17,Learning New Frameworks,https://www.coursera.org/learn/ai-for-everyone/,2.8298767756557384,8,Poor quality videos and unclear explanations.
Docker for Developers - 1728,Learn the basics of programming and debugging.,Programming,Intermediate,6 weeks,1,12th,Female,Maharashtra,26,Problem Solving,https://www.udemy.com/course/docker-for-developers/,3.8145921748678995,18,The exercises were not challenging enough.
Cybersecurity Essentials - 1729,Master data analysis and visualization techniques.,Programming,Intermediate,2 weeks,1,Undergraduate,Female,Rajasthan,17,Problem Solving,https://www.coursera.org/specializations/cybersecurity/,2.7144667902802024,6,The content was outdated and not useful.
Python Programming Basics - 1730,Learn the basics of programming and debugging.,Programming,Beginner,6 weeks,5,10th,Female,Maharashtra,21,Coding,https://www.udemy.com/course/python-programming/,3.8716698065024957,18,The course lacked advanced content as promised.
SQL for Data Analysis - 1731,Master data analysis and visualization techniques.,Web Development,Beginner,6 weeks,1,10th,Female,Tamil Nadu,18,Reading Tech Blogs,https://www.coursera.org/learn/sql-for-data-science/,3.03189754984481,12,The pace of the course was too slow.
Ethical Hacking Workshop - 1732,Learn the basics of programming and debugging.,Cybersecurity,Intermediate,4 weeks,4,Postgraduate,Female,Karnataka,30,Learning New Frameworks,https://www.coursera.org/specializations/ethical-hacking/,3.974080638743229,8,"Not engaging, could have been more interactive."
Advanced Java Programming - 1733,Master data analysis and visualization techniques.,Web Development,Intermediate,6 weeks,2,10th,Female,Uttar Pradesh,18,Learning New Frameworks,https://www.udemy.com/course/advanced-java/,3.9316885870558447,12,Not suitable for advanced learners.
Deep Learning Fundamentals - 1734,Learn the basics of programming and debugging.,Web Development,Advanced,6 weeks,1,10th,Male,Maharashtra,29,Networking,https://www.udemy.com/course/deep-learning-fundamentals/,3.1543363635599633,24,The course lacked advanced content as promised.
Web Development Bootcamp - 1735,Master data analysis and visualization techniques.,Programming,Advanced,2 weeks,1,10th,Male,Gujarat,15,Building Projects,https://www.udemy.com/course/web-development-bootcamp/,3.8646493796672314,4,Poor quality videos and unclear explanations.
Web Development Bootcamp - 1736,Learn the basics of programming and debugging.,Programming,Intermediate,4 weeks,9,10th,Male,Maharashtra,18,Problem Solving,https://www.udemy.com/course/web-development-bootcamp/,1.6537634298734871,16,Not suitable for advanced learners.
Introduction to Cloud Computing - 1737,Master data analysis and visualization techniques.,Data Science,Beginner,4 weeks,4,10th,Male,Delhi,20,Open Source Contributions,https://www.coursera.org/learn/cloud-computing-basics/,4.9337462005279304,16,Great course with lots of valuable information.
SQL for Data Analysis - 1738,Learn the basics of programming and debugging.,Programming,Advanced,2 weeks,1,10th,Female,Maharashtra,18,Problem Solving,https://www.coursera.org/learn/sql-for-data-science/,2.0625835035016973,6,The course lacked advanced content as promised.
Docker for Developers - 1739,Master data analysis and visualization techniques.,Data Science,Intermediate,4 weeks,9,Undergraduate,Male,Tamil Nadu,25,Reading Tech Blogs,https://www.udemy.com/course/docker-for-developers/,4.267636317671712,16,The course was not well-organized.
Data Visualization with Tableau - 1740,Learn the basics of programming and debugging.,Data Science,Intermediate,6 weeks,1,Postgraduate,Female,Maharashtra,30,Open Source Contributions,https://www.udemy.com/course/data-visualization-tableau/,4.158659553799205,18,Disappointed with the lack of practical examples.
Introduction to Cloud Computing - 1741,Master data analysis and visualization techniques.,AI & ML,Beginner,4 weeks,2,12th,Female,Maharashtra,25,Learning New Frameworks,https://www.coursera.org/learn/cloud-computing-basics/,2.6501633831756255,16,Not suitable for advanced learners.
SQL for Data Analysis - 1742,Learn the basics of programming and debugging.,AI & ML,Intermediate,2 weeks,5,10th,Female,Rajasthan,25,Networking,https://www.coursera.org/learn/sql-for-data-science/,2.6503106394176674,8,"Not engaging, could have been more interactive."
SQL for Data Analysis - 1743,Master data analysis and visualization techniques.,Web Development,Advanced,2 weeks,1,12th,Male,Maharashtra,17,Coding,https://www.coursera.org/learn/sql-for-data-science/,2.756573589437176,4,The exercises were not challenging enough.
Web Development Bootcamp - 1744,Learn the basics of programming and debugging.,Programming,Beginner,2 weeks,2,10th,Male,Gujarat,24,Networking,https://www.udemy.com/course/web-development-bootcamp/,1.476370695605235,8,The course was not well-organized.
Machine Learning with Python - 1745,Master data analysis and visualization techniques.,Cybersecurity,Intermediate,4 weeks,2,12th,Female,Maharashtra,28,Building Projects,https://www.udemy.com/course/machine-learning-python/,3.212034387232483,16,The course was not well-organized.
Docker for Developers - 1746,Learn the basics of programming and debugging.,Cybersecurity,Beginner,2 weeks,3,Postgraduate,Male,Gujarat,23,Learning New Frameworks,https://www.udemy.com/course/docker-for-developers/,1.9583353430969526,6,The course was not well-organized.
React.js for Beginners - 1747,Master data analysis and visualization techniques.,Cybersecurity,Intermediate,6 weeks,5,10th,Male,Maharashtra,21,Learning New Frameworks,https://www.udemy.com/course/react-js-beginners/,2.264055705644505,24,The pace of the course was too slow.
Web Development Bootcamp - 1748,Learn the basics of programming and debugging.,Cybersecurity,Intermediate,6 weeks,5,Undergraduate,Female,Tamil Nadu,19,Networking,https://www.udemy.com/course/web-development-bootcamp/,3.1726508812269385,12,The course was not well-organized.
Python Programming Basics - 1749,Master data analysis and visualization techniques.,Programming,Beginner,2 weeks,9,10th,Female,Maharashtra,28,Gaming,https://www.udemy.com/course/python-programming/,2.5816736354040053,8,Too basic and not enough depth.
Kubernetes Basics - 1750,Learn the basics of programming and debugging.,Web Development,Intermediate,6 weeks,2,Undergraduate,Male,Maharashtra,24,Gaming,https://www.udemy.com/course/kubernetes-basics/,3.5881266870141477,18,Disappointed with the lack of practical examples.
Data Visualization with Tableau - 1751,Master data analysis and visualization techniques.,Web Development,Advanced,4 weeks,4,10th,Male,Maharashtra,30,Building Projects,https://www.udemy.com/course/data-visualization-tableau/,1.5348016793312238,16,Poor quality videos and unclear explanations.
AI for Everyone - 1752,Learn the basics of programming and debugging.,Data Science,Beginner,6 weeks,2,Postgraduate,Male,Gujarat,24,Networking,https://www.coursera.org/learn/ai-for-everyone/,4.493809573794924,12,Disappointed with the lack of practical examples.
Introduction to Data Science - 1753,Master data analysis and visualization techniques.,Cybersecurity,Intermediate,6 weeks,4,10th,Male,Maharashtra,23,Learning New Frameworks,https://www.coursera.org/learn/intro-to-data-science/,1.2557037800074857,18,Disappointed with the lack of practical examples.
Python Programming Basics - 1754,Learn the basics of programming and debugging.,AI & ML,Beginner,4 weeks,7,Postgraduate,Female,Maharashtra,26,Tech Meetups,https://www.udemy.com/course/python-programming/,2.5238838983755727,12,Too basic and not enough depth.
React.js for Beginners - 1755,Master data analysis and visualization techniques.,Data Science,Beginner,2 weeks,3,Postgraduate,Female,Tamil Nadu,18,Building Projects,https://www.udemy.com/course/react-js-beginners/,4.782945935345565,6,The practical exercises made learning easy.
Docker for Developers - 1756,Learn the basics of programming and debugging.,AI & ML,Intermediate,2 weeks,1,12th,Female,Uttar Pradesh,28,Learning New Frameworks,https://www.udemy.com/course/docker-for-developers/,3.8011473852200783,6,"Not engaging, could have been more interactive."
Introduction to Cloud Computing - 1757,Master data analysis and visualization techniques.,Programming,Beginner,2 weeks,4,12th,Male,Maharashtra,16,Watching Tutorials,https://www.coursera.org/learn/cloud-computing-basics/,1.1140284652951071,6,The content was outdated and not useful.
Deep Learning Fundamentals - 1758,Learn the basics of programming and debugging.,AI & ML,Advanced,4 weeks,9,Postgraduate,Male,Maharashtra,21,Coding,https://www.udemy.com/course/deep-learning-fundamentals/,3.3771152613653714,12,Poor quality videos and unclear explanations.
Introduction to Cloud Computing - 1759,Master data analysis and visualization techniques.,Data Science,Beginner,2 weeks,9,Undergraduate,Male,Maharashtra,20,Tech Meetups,https://www.coursera.org/learn/cloud-computing-basics/,4.77336549332558,6,Amazing course! Learned a lot of new concepts.
Introduction to Cloud Computing - 1760,Learn the basics of programming and debugging.,Cybersecurity,Intermediate,2 weeks,4,Undergraduate,Male,Maharashtra,16,Coding,https://www.coursera.org/learn/cloud-computing-basics/,3.1430155970874876,6,Disappointed with the lack of practical examples.
Deep Learning Fundamentals - 1761,Master data analysis and visualization techniques.,Web Development,Beginner,6 weeks,8,10th,Male,Gujarat,24,Coding,https://www.udemy.com/course/deep-learning-fundamentals/,3.6444915308859316,12,The content was outdated and not useful.
Python Programming Basics - 1762,Learn the basics of programming and debugging.,AI & ML,Intermediate,4 weeks,6,10th,Male,Maharashtra,23,Open Source Contributions,https://www.udemy.com/course/python-programming/,2.474031280995507,8,The exercises were not challenging enough.
Ethical Hacking Workshop - 1763,Master data analysis and visualization techniques.,AI & ML,Advanced,4 weeks,7,10th,Male,Delhi,24,Gaming,https://www.coursera.org/specializations/ethical-hacking/,2.4238939851404275,12,The course lacked advanced content as promised.
Data Visualization with Tableau - 1764,Learn the basics of programming and debugging.,Data Science,Beginner,2 weeks,9,12th,Female,Delhi,23,Open Source Contributions,https://www.udemy.com/course/data-visualization-tableau/,4.571715030768576,4,Comprehensive and well-structured lessons.
Advanced Java Programming - 1765,Master data analysis and visualization techniques.,Cybersecurity,Advanced,6 weeks,2,10th,Female,Maharashtra,26,Gaming,https://www.udemy.com/course/advanced-java/,1.108944737691231,18,The pace of the course was too slow.
Python Programming Basics - 1766,Learn the basics of programming and debugging.,Cybersecurity,Advanced,2 weeks,7,10th,Female,Maharashtra,21,Building Projects,https://www.udemy.com/course/python-programming/,2.9344655547599516,6,"Not engaging, could have been more interactive."
Docker for Developers - 1767,Master data analysis and visualization techniques.,Programming,Beginner,6 weeks,8,10th,Female,Maharashtra,19,Networking,https://www.udemy.com/course/docker-for-developers/,3.1144890323276817,24,Poor quality videos and unclear explanations.
Docker for Developers - 1768,Learn the basics of programming and debugging.,Data Science,Intermediate,6 weeks,7,Undergraduate,Female,Tamil Nadu,20,Building Projects,https://www.udemy.com/course/docker-for-developers/,4.523477277296021,12,Great course with lots of valuable information.
Kubernetes Basics - 1769,Master data analysis and visualization techniques.,Data Science,Beginner,6 weeks,5,12th,Male,Gujarat,27,Coding,https://www.udemy.com/course/kubernetes-basics/,4.5440868634263065,24,Loved the hands-on projects and real-world examples.
SQL for Data Analysis - 1770,Learn the basics of programming and debugging.,AI & ML,Intermediate,2 weeks,5,Undergraduate,Male,Tamil Nadu,15,Open Source Contributions,https://www.coursera.org/learn/sql-for-data-science/,3.3551767122527782,8,The course lacked advanced content as promised.
AI for Everyone - 1771,Master data analysis and visualization techniques.,Cybersecurity,Intermediate,2 weeks,4,12th,Male,Tamil Nadu,20,Learning New Frameworks,https://www.coursera.org/learn/ai-for-everyone/,2.4622920526575225,4,Not suitable for advanced learners.
Ethical Hacking Workshop - 1772,Learn the basics of programming and debugging.,Cybersecurity,Beginner,2 weeks,2,10th,Female,Maharashtra,30,Networking,https://www.coursera.org/specializations/ethical-hacking/,3.9471539672787186,8,The pace of the course was too slow.
Kubernetes Basics - 1773,Master data analysis and visualization techniques.,Cybersecurity,Intermediate,4 weeks,4,12th,Male,Maharashtra,28,Reading Tech Blogs,https://www.udemy.com/course/kubernetes-basics/,1.0877330955412885,16,The pace of the course was too slow.
Ethical Hacking Workshop - 1774,Learn the basics of programming and debugging.,AI & ML,Advanced,2 weeks,2,12th,Female,Maharashtra,16,Reading Tech Blogs,https://www.coursera.org/specializations/ethical-hacking/,3.0616931274498658,4,Poor quality videos and unclear explanations.
Docker for Developers - 1775,Master data analysis and visualization techniques.,AI & ML,Intermediate,4 weeks,3,Postgraduate,Male,Maharashtra,24,Coding,https://www.udemy.com/course/docker-for-developers/,3.952787514871564,16,Poor quality videos and unclear explanations.
Ethical Hacking Workshop - 1776,Learn the basics of programming and debugging.,Cybersecurity,Beginner,6 weeks,2,Undergraduate,Female,Tamil Nadu,29,Watching Tutorials,https://www.coursera.org/specializations/ethical-hacking/,1.2882684360555061,18,The course lacked advanced content as promised.
Python Programming Basics - 1777,Master data analysis and visualization techniques.,AI & ML,Beginner,2 weeks,7,Postgraduate,Male,Rajasthan,17,Open Source Contributions,https://www.udemy.com/course/python-programming/,1.0405325114281092,4,The content was outdated and not useful.
Kubernetes Basics - 1778,Learn the basics of programming and debugging.,Data Science,Beginner,4 weeks,9,10th,Male,Maharashtra,27,Reading Tech Blogs,https://www.udemy.com/course/kubernetes-basics/,4.740057365967992,12,"The instructor was excellent, very clear explanations."
Machine Learning with Python - 1779,Master data analysis and visualization techniques.,Data Science,Beginner,6 weeks,1,10th,Female,Maharashtra,17,Coding,https://www.udemy.com/course/machine-learning-python/,4.565088576687743,12,The practical exercises made learning easy.
Python Programming Basics - 1780,Learn the basics of programming and debugging.,Cybersecurity,Advanced,4 weeks,4,10th,Female,Maharashtra,20,Learning New Frameworks,https://www.udemy.com/course/python-programming/,3.2297592983966266,8,The exercises were not challenging enough.
AI for Everyone - 1781,Master data analysis and visualization techniques.,Cybersecurity,Beginner,2 weeks,7,Undergraduate,Female,Maharashtra,19,Gaming,https://www.coursera.org/learn/ai-for-everyone/,1.829789326400478,4,The course lacked advanced content as promised.
SQL for Data Analysis - 1782,Learn the basics of programming and debugging.,Web Development,Advanced,4 weeks,6,10th,Female,Uttar Pradesh,24,Reading Tech Blogs,https://www.coursera.org/learn/sql-for-data-science/,2.078207854924978,12,The course lacked advanced content as promised.
AI for Everyone - 1783,Master data analysis and visualization techniques.,Programming,Beginner,4 weeks,3,Postgraduate,Male,Tamil Nadu,24,Learning New Frameworks,https://www.coursera.org/learn/ai-for-everyone/,1.7418150614512067,16,Poor quality videos and unclear explanations.
Machine Learning with Python - 1784,Learn the basics of programming and debugging.,Data Science,Intermediate,4 weeks,6,12th,Female,Maharashtra,15,Gaming,https://www.udemy.com/course/machine-learning-python/,4.469687001607314,16,The course lacked advanced content as promised.
Cybersecurity Essentials - 1785,Master data analysis and visualization techniques.,Web Development,Advanced,4 weeks,1,Undergraduate,Male,Delhi,21,Watching Tutorials,https://www.coursera.org/specializations/cybersecurity/,2.5575963621925992,16,The exercises were not challenging enough.
Machine Learning with Python - 1786,Learn the basics of programming and debugging.,Web Development,Intermediate,6 weeks,9,12th,Female,Tamil Nadu,27,Tech Meetups,https://www.udemy.com/course/machine-learning-python/,2.965371924043639,18,Disappointed with the lack of practical examples.
Docker for Developers - 1787,Master data analysis and visualization techniques.,AI & ML,Advanced,6 weeks,9,12th,Male,Gujarat,18,Open Source Contributions,https://www.udemy.com/course/docker-for-developers/,3.6378614285267488,12,Poor quality videos and unclear explanations.
Kubernetes Basics - 1788,Learn the basics of programming and debugging.,Data Science,Beginner,4 weeks,3,Undergraduate,Female,Delhi,21,Reading Tech Blogs,https://www.udemy.com/course/kubernetes-basics/,4.239787250268786,8,Disappointed with the lack of practical examples.
Data Visualization with Tableau - 1789,Master data analysis and visualization techniques.,Data Science,Advanced,6 weeks,1,10th,Female,Maharashtra,27,Networking,https://www.udemy.com/course/data-visualization-tableau/,4.4740331313187545,18,The course lacked advanced content as promised.
Kubernetes Basics - 1790,Learn the basics of programming and debugging.,Cybersecurity,Advanced,4 weeks,3,Undergraduate,Female,Karnataka,20,Gaming,https://www.udemy.com/course/kubernetes-basics/,2.4634168977249975,8,The exercises were not challenging enough.
Ethical Hacking Workshop - 1791,Master data analysis and visualization techniques.,Web Development,Beginner,2 weeks,3,10th,Male,Tamil Nadu,21,Tech Meetups,https://www.coursera.org/specializations/ethical-hacking/,3.601534364003961,4,"Not engaging, could have been more interactive."
Web Development Bootcamp - 1792,Learn the basics of programming and debugging.,AI & ML,Beginner,6 weeks,6,10th,Female,Maharashtra,23,Building Projects,https://www.udemy.com/course/web-development-bootcamp/,3.3541122971926765,24,Poor quality videos and unclear explanations.
Advanced Java Programming - 1793,Master data analysis and visualization techniques.,Data Science,Beginner,6 weeks,2,Postgraduate,Female,Maharashtra,18,Building Projects,https://www.udemy.com/course/advanced-java/,4.2347964973148615,12,The content was outdated and not useful.
React.js for Beginners - 1794,Learn the basics of programming and debugging.,AI & ML,Beginner,6 weeks,5,12th,Male,Maharashtra,19,Coding,https://www.udemy.com/course/react-js-beginners/,1.1921934199852235,24,Too basic and not enough depth.
Kubernetes Basics - 1795,Master data analysis and visualization techniques.,AI & ML,Advanced,6 weeks,7,10th,Male,Maharashtra,25,Coding,https://www.udemy.com/course/kubernetes-basics/,1.3336682456917228,24,"Not engaging, could have been more interactive."
Web Development Bootcamp - 1796,Learn the basics of programming and debugging.,AI & ML,Advanced,6 weeks,1,10th,Male,Maharashtra,26,Problem Solving,https://www.udemy.com/course/web-development-bootcamp/,3.6208302333517124,12,Not suitable for advanced learners.
Machine Learning with Python - 1797,Master data analysis and visualization techniques.,Data Science,Intermediate,4 weeks,7,12th,Male,Maharashtra,30,Gaming,https://www.udemy.com/course/machine-learning-python/,4.347057021568919,12,The course lacked advanced content as promised.
Machine Learning with Python - 1798,Learn the basics of programming and debugging.,Web Development,Beginner,4 weeks,8,12th,Male,Gujarat,16,Problem Solving,https://www.udemy.com/course/machine-learning-python/,2.9410850328263565,12,The course lacked advanced content as promised.
Docker for Developers - 1799,Master data analysis and visualization techniques.,Data Science,Beginner,6 weeks,7,10th,Female,Gujarat,23,Tech Meetups,https://www.udemy.com/course/docker-for-developers/,4.050239700819018,18,Disappointed with the lack of practical examples.
AI for Everyone - 1800,Learn the basics of programming and debugging.,Data Science,Intermediate,4 weeks,9,12th,Female,Maharashtra,15,Problem Solving,https://www.coursera.org/learn/ai-for-everyone/,4.130634385201865,12,The exercises were not challenging enough.
Machine Learning with Python - 1801,Master data analysis and visualization techniques.,Programming,Intermediate,6 weeks,7,Postgraduate,Female,Tamil Nadu,20,Building Projects,https://www.udemy.com/course/machine-learning-python/,3.593292511691653,24,Too basic and not enough depth.
AI for Everyone - 1802,Learn the basics of programming and debugging.,Data Science,Advanced,4 weeks,8,12th,Male,Maharashtra,20,Tech Meetups,https://www.coursera.org/learn/ai-for-everyone/,4.672152545726902,8,The practical exercises made learning easy.
Cybersecurity Essentials - 1803,Master data analysis and visualization techniques.,Cybersecurity,Beginner,2 weeks,7,Undergraduate,Female,Maharashtra,21,Problem Solving,https://www.coursera.org/specializations/cybersecurity/,1.4813372702918146,6,The course lacked advanced content as promised.
AI for Everyone - 1804,Learn the basics of programming and debugging.,Data Science,Intermediate,4 weeks,6,Postgraduate,Male,Delhi,16,Tech Meetups,https://www.coursera.org/learn/ai-for-everyone/,4.562904095635202,16,I highly recommend this course to tech enthusiasts.
Deep Learning Fundamentals - 1805,Master data analysis and visualization techniques.,Data Science,Advanced,6 weeks,3,12th,Male,Maharashtra,22,Watching Tutorials,https://www.udemy.com/course/deep-learning-fundamentals/,4.131697586296614,18,"Not engaging, could have been more interactive."
Python Programming Basics - 1806,Learn the basics of programming and debugging.,Data Science,Beginner,4 weeks,6,10th,Male,Maharashtra,25,Gaming,https://www.udemy.com/course/python-programming/,4.84943294550178,16,Comprehensive and well-structured lessons.
Docker for Developers - 1807,Master data analysis and visualization techniques.,Programming,Advanced,2 weeks,5,10th,Male,Delhi,29,Networking,https://www.udemy.com/course/docker-for-developers/,1.4675969235619593,4,The content was outdated and not useful.
Machine Learning with Python - 1808,Learn the basics of programming and debugging.,Web Development,Advanced,6 weeks,4,Postgraduate,Female,Delhi,29,Gaming,https://www.udemy.com/course/machine-learning-python/,3.7874160721166095,24,Not suitable for advanced learners.
Introduction to Cloud Computing - 1809,Master data analysis and visualization techniques.,AI & ML,Intermediate,6 weeks,6,12th,Male,Maharashtra,21,Gaming,https://www.coursera.org/learn/cloud-computing-basics/,3.7380508577487905,18,The course lacked advanced content as promised.
Ethical Hacking Workshop - 1810,Learn the basics of programming and debugging.,Cybersecurity,Beginner,4 weeks,8,12th,Male,Maharashtra,27,Tech Meetups,https://www.coursera.org/specializations/ethical-hacking/,3.879313855481247,12,"Not engaging, could have been more interactive."
Ethical Hacking Workshop - 1811,Master data analysis and visualization techniques.,Cybersecurity,Intermediate,4 weeks,1,10th,Female,Tamil Nadu,19,Reading Tech Blogs,https://www.coursera.org/specializations/ethical-hacking/,1.6884325429024796,12,Not suitable for advanced learners.
Cybersecurity Essentials - 1812,Learn the basics of programming and debugging.,Programming,Advanced,4 weeks,7,Undergraduate,Female,Karnataka,19,Coding,https://www.coursera.org/specializations/cybersecurity/,3.6256765428492685,12,Disappointed with the lack of practical examples.
Introduction to Data Science - 1813,Master data analysis and visualization techniques.,Data Science,Advanced,2 weeks,1,Undergraduate,Female,Maharashtra,30,Networking,https://www.coursera.org/learn/intro-to-data-science/,4.630522897415724,6,The practical exercises made learning easy.
Introduction to Data Science - 1814,Learn the basics of programming and debugging.,Programming,Advanced,4 weeks,1,10th,Female,Maharashtra,18,Building Projects,https://www.coursera.org/learn/intro-to-data-science/,2.0889563596659153,8,Too basic and not enough depth.
React.js for Beginners - 1815,Master data analysis and visualization techniques.,Web Development,Intermediate,2 weeks,6,10th,Female,Maharashtra,28,Coding,https://www.udemy.com/course/react-js-beginners/,2.9314465459176304,6,The content was outdated and not useful.
